airQuality,illness,light,id,fire,sound,soilMoisture,pressure,waterLevel,temperature,humidity,createdAt
1016.0,Normal,540.0,347,82.0,447.0,1.0,101.7099,7.0,25.0,16.0,2019-03-23 19:50:48.286
1016.0,Normal,538.0,346,81.0,446.0,1.0,100.313,6.0,25.0,16.0,2019-03-23 19:50:37.215
1015.0,Normal,537.0,345,81.0,446.0,1.0,100.9444,7.0,25.0,16.0,2019-03-23 19:50:26.143
1016.0,Normal,534.0,344,81.0,443.0,1.0,101.2549,7.0,25.0,16.0,2019-03-23 19:50:15.079
1016.0,Normal,532.0,343,81.0,442.0,1.0,101.816,6.0,25.0,16.0,2019-03-23 19:50:04.017
1016.0,Normal,534.0,342,81.0,443.0,1.0,101.2622,7.0,25.0,16.0,2019-03-23 19:49:52.95
1017.0,Normal,542.0,341,82.0,450.0,1.0,100.1457,6.0,25.0,16.0,2019-03-23 19:49:41.885
1016.0,Normal,543.0,340,81.0,450.0,1.0,101.3734,7.0,25.0,16.0,2019-03-23 19:49:30.812
1016.0,Normal,540.0,339,81.0,447.0,1.0,100.0921,7.0,25.0,16.0,2019-03-23 19:49:19.744
1016.0,Normal,530.0,338,81.0,441.0,1.0,100.231,7.0,25.0,16.0,2019-03-23 19:49:08.678
1016.0,Normal,530.0,337,81.0,441.0,1.0,100.1696,7.0,25.0,16.0,2019-03-23 19:48:57.63
1016.0,Normal,532.0,336,82.0,443.0,1.0,100.6938,7.0,25.0,16.0,2019-03-23 19:48:46.553
1016.0,Normal,539.0,335,82.0,447.0,1.0,100.6834,7.0,25.0,16.0,2019-03-23 19:48:35.498
1016.0,Normal,549.0,334,81.0,455.0,1.0,101.681,7.0,25.0,16.0,2019-03-23 19:48:24.437
1016.0,Normal,540.0,333,81.0,447.0,1.0,101.4288,6.0,25.0,16.0,2019-03-23 19:48:13.363
1016.0,Normal,539.0,332,81.0,447.0,1.0,101.6562,7.0,25.0,16.0,2019-03-23 19:48:02.288
1016.0,Normal,535.0,331,81.0,444.0,1.0,100.4179,6.0,25.0,16.0,2019-03-23 19:47:51.222
1016.0,Normal,531.0,330,81.0,442.0,1.0,100.4749,6.0,25.0,17.0,2019-03-23 19:47:40.163
1016.0,Normal,536.0,329,81.0,445.0,1.0,101.6348,7.0,25.0,17.0,2019-03-23 19:47:29.114
1016.0,Normal,547.0,328,81.0,453.0,1.0,101.3331,7.0,25.0,17.0,2019-03-23 19:47:18.015
1016.0,Normal,517.0,327,82.0,431.0,1.0,100.9926,7.0,25.0,17.0,2019-03-23 19:47:06.948
1016.0,Normal,615.0,326,81.0,502.0,1.0,100.8173,6.0,25.0,17.0,2019-03-23 19:46:55.888
1017.0,Normal,508.0,325,80.0,424.0,1.0,101.3293,7.0,25.0,16.0,2019-03-23 19:46:44.843
1016.0,Normal,551.0,324,81.0,456.0,1.0,101.3465,6.0,25.0,16.0,2019-03-23 19:46:33.763
1016.0,Normal,553.0,323,82.0,457.0,1.0,100.2272,7.0,25.0,16.0,2019-03-23 19:46:22.685
1016.0,Normal,562.0,322,82.0,464.0,1.0,100.3137,7.0,25.0,16.0,2019-03-23 19:46:11.621
1016.0,Normal,601.0,321,82.0,492.0,1.0,100.8756,7.0,25.0,17.0,2019-03-23 19:46:00.564
1017.0,Normal,551.0,320,81.0,456.0,1.0,100.0221,7.0,25.0,16.0,2019-03-23 19:45:49.492
1016.0,Normal,526.0,319,81.0,438.0,1.0,101.5254,7.0,25.0,16.0,2019-03-23 19:45:38.438
1016.0,Normal,544.0,318,81.0,450.0,1.0,101.2276,7.0,25.0,16.0,2019-03-23 19:45:27.36
1015.0,Normal,544.0,317,81.0,451.0,1.0,100.8108,6.0,25.0,16.0,2019-03-23 19:45:16.29
1016.0,Normal,539.0,316,81.0,448.0,1.0,101.8597,6.0,25.0,16.0,2019-03-23 19:45:05.223
1016.0,Normal,542.0,315,82.0,450.0,1.0,100.8839,7.0,25.0,16.0,2019-03-23 19:44:54.155
1016.0,Normal,545.0,314,81.0,452.0,1.0,100.0549,7.0,25.0,16.0,2019-03-23 19:44:43.089
1016.0,Normal,537.0,313,82.0,446.0,1.0,100.9743,6.0,25.0,16.0,2019-03-23 19:44:32.02
1017.0,Normal,542.0,312,81.0,450.0,1.0,101.723,7.0,25.0,16.0,2019-03-23 19:44:20.96
1016.0,Normal,538.0,311,81.0,447.0,1.0,100.2585,7.0,25.0,16.0,2019-03-23 19:44:09.895
1016.0,Normal,545.0,310,81.0,451.0,1.0,101.6996,7.0,25.0,16.0,2019-03-23 19:43:58.828
1016.0,Normal,537.0,309,81.0,446.0,1.0,101.5987,6.0,25.0,16.0,2019-03-23 19:43:47.774
1016.0,Normal,545.0,308,81.0,451.0,1.0,100.2826,6.0,25.0,16.0,2019-03-23 19:43:36.699
1016.0,Normal,536.0,307,81.0,446.0,1.0,100.8952,7.0,25.0,16.0,2019-03-23 19:43:25.628
1016.0,Normal,545.0,306,81.0,451.0,1.0,100.6297,6.0,25.0,16.0,2019-03-23 19:43:14.569
1017.0,Normal,546.0,305,81.0,452.0,1.0,101.5369,7.0,25.0,16.0,2019-03-23 19:43:03.5
1015.0,Normal,536.0,304,81.0,445.0,1.0,100.0217,7.0,25.0,16.0,2019-03-23 19:42:52.444
1017.0,Normal,546.0,303,81.0,452.0,1.0,100.358,6.0,25.0,16.0,2019-03-23 19:42:41.477
1016.0,Normal,546.0,302,81.0,454.0,1.0,100.2156,6.0,25.0,16.0,2019-03-23 19:42:30.297
1017.0,Normal,533.0,301,81.0,443.0,1.0,101.6484,7.0,25.0,16.0,2019-03-23 19:42:19.226
1016.0,Normal,544.0,300,81.0,451.0,1.0,100.1625,6.0,25.0,16.0,2019-03-23 19:42:08.175
1016.0,Normal,535.0,299,81.0,444.0,1.0,100.8006,6.0,25.0,16.0,2019-03-23 19:41:57.104
1016.0,Normal,546.0,298,81.0,452.0,1.0,100.1714,7.0,25.0,16.0,2019-03-23 19:41:46.023
1016.0,Normal,535.0,297,81.0,444.0,1.0,101.6416,6.0,25.0,16.0,2019-03-23 19:41:34.978
1016.0,Normal,545.0,296,81.0,452.0,1.0,101.6424,7.0,25.0,16.0,2019-03-23 19:41:23.904
1016.0,Normal,540.0,295,81.0,448.0,1.0,100.2356,7.0,25.0,16.0,2019-03-23 19:41:12.823
1016.0,Normal,542.0,294,81.0,449.0,1.0,100.8994,7.0,25.0,16.0,2019-03-23 19:41:01.78
1015.0,Normal,545.0,293,81.0,452.0,1.0,100.1794,7.0,25.0,16.0,2019-03-23 19:40:50.71
1016.0,Normal,546.0,292,81.0,452.0,1.0,101.3946,7.0,25.0,16.0,2019-03-23 19:40:40.806
1016.0,Normal,541.0,291,82.0,449.0,1.0,100.2144,6.0,25.0,16.0,2019-03-23 19:40:28.571
1016.0,Normal,543.0,290,81.0,450.0,1.0,100.779,7.0,25.0,16.0,2019-03-23 19:40:17.506
1015.0,Normal,541.0,289,82.0,449.0,1.0,100.2823,7.0,25.0,16.0,2019-03-23 19:40:06.447
1018.0,Normal,544.0,288,81.0,451.0,1.0,101.6573,6.0,25.0,16.0,2019-03-23 19:39:55.371
1019.0,Normal,543.0,287,80.0,450.0,1.0,100.573,7.0,25.0,16.0,2019-03-23 19:39:44.3
1015.0,Normal,543.0,286,81.0,451.0,1.0,100.2755,6.0,25.0,16.0,2019-03-23 19:39:33.228
1016.0,Normal,545.0,285,81.0,452.0,1.0,100.9994,6.0,25.0,16.0,2019-03-23 19:39:22.162
1017.0,Normal,542.0,284,81.0,449.0,1.0,100.7588,7.0,25.0,16.0,2019-03-23 19:39:11.115
1016.0,Normal,546.0,283,81.0,453.0,1.0,100.8828,6.0,25.0,16.0,2019-03-23 19:39:00.033
1015.0,Normal,539.0,282,81.0,447.0,0.0,100.1649,5.0,25.0,16.0,2019-03-23 19:38:48.968
1016.0,Normal,549.0,281,81.0,454.0,1.0,101.4696,7.0,25.0,16.0,2019-03-23 19:38:37.898
